암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz,(VOM)봄안과의원,의원,대구광역시,동구,"대구광역시 동구 안심로 58, 3층 (율하동, 율하메디빌)",안과,2014-01-02
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNTEjJDEjJDYjJDgz,(복지)예사랑병원,정신병원,부산광역시,서구,부산광역시 서구 옥천로130번길 38 (아미동2가),해당사항없음,2012-02-29
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,(사) 경찰공제회 포항의원,의원,경상북도,포항시 남구,경상북도 포항시 남구 오천읍 냉천로 656,일반의,2001-06-13
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQxMyQzNjE4MzIjNzEjJDEjJDgjJDgz,(사)경찰공제회 강서적성의원,의원,서울특별시,강서구,"서울특별시 강서구 남부순환로 171, 강서운전면허시험장만남의광장 적성검사소호 (외발산동)",일반의,2019-12-30
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,(사)경찰공제회남부의원,의원,인천광역시,남동구,인천광역시 남동구 아암대로 1247 (고잔동),일반의,1998-09-28
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,(사)대한산업보건협회 남부산의원,의원,부산광역시,강서구,"부산광역시 강서구 명지국제6로1번길 30, A동 3층 (명지동)",일반의,2011-04-22
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNjEjJDEjJDQjJDgz,(사)대한산업보건협회 부설 한마음의원,의원,경기도,군포시,"경기도 군포시 산본로48번길 8, 3층 (당정동)",일반의,2022-03-17
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,(사)대한산업보건협회 전북지역본부 전북의원,의원,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 기린대로 1030 (여의동),일반의,1989-06-03
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,(사)대한산업보건협회부설경북의원,의원,경상북도,경산시,경상북도 경산시 진량읍 공단1로 28,일반의,1995-01-24
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,(사)대한신장복지회 대신의원,의원,충청북도,청주시 청원구,"충청북도 청주시 청원구 충청대로 93, 1층, 2층 (율량동)",일반의,2006-07-14
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,(사)모퉁이복지재단 인천재활의원,의원,인천광역시,미추홀구,인천광역시 미추홀구 인주대로 290 (주안동),일반의,2003-02-10
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,(사)인구보건복지협회 가족보건의원,의원,대구광역시,서구,대구광역시 서구 국채보상로46길 16 (평리동),일반의,1985-04-01
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,(사)인구보건복지협회 부산시지회 가족보건의원,의원,부산광역시,수영구,부산광역시 수영구 수영로 425 (남천동),일반의,2008-04-29
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjEyMjIjODEjJDEjJDIjJDgz,(사)인구보건복지협회 서울지회 가족보건의원,의원,서울특별시,광진구,"서울특별시 광진구 긴고랑로13길 62, 1층, 2층 (중곡동)",일반의,2006-06-23
JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,(사)인구보건복지협회 충북세종지회 가족보건의원,의원,충청북도,청주시 흥덕구,"충청북도 청주시 흥덕구 내수동로 20 (복대동, 모자보건센타)",일반의,1976-09-27
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,(사)인구보건복지협회경기도지회가족보건의원,의원,경기도,수원시 팔달구,경기도 수원시 팔달구 고화로14번길 11 (매산로3가),일반의,1974-03-08
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,(사)인구보건복지협회전북지회가족보건의원,의원,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 백제대로 722 (인후동2가),일반의,1974-01-16
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,(사)인구보건복지협회전북지회가족치과의원,치과의원,전북특별자치도,전주시 덕진구,"전북특별자치도 전주시 덕진구 백제대로 722, 3층 (인후동2가)",치과,2007-11-23
JDQ4MTYyMiM2MSMkMSMkNiMkNzIkMzgxMzUxIzUxIyQxIyQxIyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,(사)한국건강관리협회 건강치과의원,치과의원,전북특별자치도,전주시 덕진구,"전북특별자치도 전주시 덕진구 사평로 40, 5층 (덕진동1가, 건강검진센터)",치과,2013-05-02
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,(사)한국건강관리협회 중앙검사본부 중앙검사의원,의원,서울특별시,강서구,"서울특별시 강서구 화곡로 372, ND타워 지4,지1, 1~4층 (등촌동)",일반의,2015-11-04
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,(사)한국건강관리협회건강증진의원,의원,경기도,수원시 장안구,경기도 수원시 장안구 경수대로 857 (조원동),일반의,1983-04-25
JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,(사)한국건강관리협회건강증진의원,의원,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 사평로 40 (덕진동1가),일반의,1982-12-10
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,(사)한국건강관리협회건강증진의원,의원,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 삼호로 107(양덕동),일반의,1984-05-06
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDAjJDgz,(사)한국건강관리협회건강증진치과의원,치과의원,경기도,수원시 장안구,"경기도 수원시 장안구 경수대로 857, 2층 (조원동)",치과,2007-03-12
JDQ4MTYyMiM4MSMkMSMkNCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,(사)한국건강관리협회건강증진치과의원,치과의원,경상남도,창원시 마산회원구,경상남도 창원시 마산회원구 삼호로 107(양덕동),치과,2008-03-06
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,(사)한국뇌전증협회로빈슨기념의원,의원,서울특별시,중구,"서울특별시 중구 만리재로 177, 지하1층 11호,12호호 (만리동2가)",일반의,2016-05-20
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,(사)한국한센복지협회부산지부 부설복지의원,의원,부산광역시,사하구,"부산광역시 사하구 다대로 263, 5층 501호 (장림동)",일반의,1981-11-19
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,(사)한국한센복지협회서울특별시지부부설의원,의원,서울특별시,동작구,"서울특별시 동작구 상도로 170, 2층 (상도동)",일반의,1986-01-09
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ3MiQyNjEyMjIjNjEjJDEjJDAjJDgz,(사)한국한센복지협회제주특별자치도지부부설복지피부과의원,의원,제주특별자치도,제주시,제주특별자치도 제주시 신대로 128 (연동),일반의,1987-08-24
JDQ4MTYyMiM3MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,(사단법인) 한국건강관리협회건강증진치과의원,치과의원,광주광역시,서구,"광주광역시 서구 대남대로 432, 3층 (농성동)",치과,2008-01-23
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,(사단법인)한국건강관리협회건강증진의원,의원,광주광역시,서구,"광주광역시 서구 대남대로 432, 한국건강관리협회 지하2~지상7층 (농성동)",일반의,2000-01-10
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNjEjJDEjJDgjJDgz,(사회복지법인)한국혈우재단광주의원,의원,광주광역시,서구,"광주광역시 서구 죽봉대로 66, 4층 (농성동)",일반의,2006-12-15
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNjEjJDEjJDQjJDgz,(새)지곡백화점약국,약국,충청남도,서산시,충청남도 서산시 지곡면 충의로 1192,해당사항없음,2024-03-12
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,(스카이메디)연세건강증진내과의원,의원,서울특별시,송파구,"서울특별시 송파구 송파대로 371, 2층,3층,4층 (석촌동)",내과,1982-04-27
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,(의) 내경의료재단 울산제일병원,병원,울산광역시,남구,울산광역시 남구 남산로354번길 26 (신정동),일반의,2000-01-01
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,(의) 열린의료재단 강동열린의원,의원,서울특별시,강동구,"서울특별시 강동구 천호대로 1092, 1층 112호,113호 (성내동, SK허브진)",일반의,2001-02-28
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,(의) 열린의료재단 대구열린의원,의원,대구광역시,중구,"대구광역시 중구 중앙대로 359, 반월당메티칼오피스타워 5,6층 (남산동)",일반의,2011-04-25
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4MiQzNjE0ODEjODEjJDEjJDIjJDgz,(의) 열린의료재단 동대문열린의원,의원,서울특별시,종로구,"서울특별시 종로구 종로 335, 원풍빌딩 6층 (창신동)",일반의,2008-06-10
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNzEjJDEjJDgjJDgz,(의) 열린의료재단 상봉열린의원,의원,서울특별시,중랑구,"서울특별시 중랑구 면목로 492, 주연빌딩 7,8 일부층 (상봉동)",일반의,2004-03-08
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,(의) 열린의료재단 서면열린의원,의원,부산광역시,부산진구,"부산광역시 부산진구 중앙대로 749, 5층 (부전동)",일반의,2009-03-02
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,(의) 열린의료재단 서초열린의원,의원,서울특별시,서초구,"서울특별시 서초구 서초대로 320, 하림인터내셔날빌딩 3층 (서초동)",일반의,2011-03-24
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,(의) 열린의료재단 성남열린의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 수정로 185, 6층 (태평동)",일반의,2008-03-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz,(의) 열린의료재단 안산열린의원,의원,경기도,안산시 상록구,"경기도 안산시 상록구 용신로 388 (본오동, 유니온프라자 501~505호)",일반의,2010-02-24
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNTEjJDEjJDYjJDgz,(의) 열린의료재단 연산열린의원,의원,부산광역시,연제구,"부산광역시 연제구 중앙대로 1091, 제세빌딩 3,7층 (연산동)",일반의,2016-11-03
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,(의) 열린의료재단 연신내열린의원,의원,서울특별시,은평구,"서울특별시 은평구 통일로 861, 범일빌딩 6층 (갈현동)",일반의,2011-05-11
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,(의) 열린의료재단 영등포열린의원,의원,서울특별시,영등포구,"서울특별시 영등포구 경인로 841, 영등포우체국 4,5층 (영등포동4가)",일반의,2001-09-01
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,(의) 열린의료재단 은평열린의원,의원,서울특별시,은평구,"서울특별시 은평구 서오릉로 145, 상원빌딩 4층 (구산동)",일반의,2004-12-01
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,(의) 열린의료재단 이천열린의원,의원,경기도,이천시,"경기도 이천시 이섭대천로 1440-8, 신세기타운 201,206호 (증포동)",일반의,2012-08-30
JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,(의) 열린의료재단 정다운의원,의원,전라남도,순천시,"전라남도 순천시 봉화3길 14-32, 4~5층 (조례동)",일반의,2010-07-15
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz,(의) 열린의료재단 참사랑의원,의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 덕영대로 693, 풍성프라자 7층 (화서동)",일반의,2002-09-05
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz,(의) 열린의료재단 혜화열린의원,의원,서울특별시,성북구,"서울특별시 성북구 동소문로 125, 5~6층 (동선동4가)",일반의,2006-02-21
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,(의)가산의료재단 광동병원,병원,서울특별시,강남구,서울특별시 강남구 봉은사로 612 (삼성동),일반의,1994-04-25
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNDEjJDEjJDQjJDgz,(의)경기의료재단삼성한의원,한의원,경기도,수원시 팔달구,"경기도 수원시 팔달구 중부대로223번길 61 (우만동,2층, 4층)",한방,2009-10-28
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,(의)경빈의료재단 김해센텀병원,병원,경상남도,김해시,"경상남도 김해시 구지로 56, 김해센텀병원 지하2~5층 6층 일부호 (내동)",일반의,2007-11-26
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNjEjJDEjJDgjJDgz,(의)고담의료재단마더스병원,정신병원,울산광역시,남구,울산광역시 남구 화합로 107 (달동),해당사항없음,2006-02-16
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,(의)광혜원한방병원,한방병원,인천광역시,미추홀구,"인천광역시 미추홀구 염창로 63, 2~3,4층일부층 (주안동)",한방,1996-06-24
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,(의)나사렛의료재단 나사렛국제병원,종합병원,인천광역시,연수구,"인천광역시 연수구 먼우금로 98 (동춘동, (동춘동))",해당사항없음,2009-12-01
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,(의)동남의료재단 동남병원,정신병원,경상남도,김해시,경상남도 김해시 가야로51번길 42 (삼계동),해당사항없음,1998-04-20
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,(의)미래의료재단리드림의원,의원,서울특별시,강남구,"서울특별시 강남구 테헤란로 513 (삼성동, B1일부,4,9,10층,테헤란로81길10,B1일부,삼성로92길29,3,4)",일반의,2000-07-12
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNDgxOTYxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,(의)미래의료재단미래치과의원,치과의원,서울특별시,강남구,"서울특별시 강남구 테헤란로 513 (삼성동, 지하1층일부)",치과,2003-08-21
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,(의)밀성학원의료재단 성모아하브요양병원,요양병원,경상남도,김해시,경상남도 김해시 김해대로 2479-1 (삼정동),해당사항없음,2010-07-27
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,(의)삼성의료재단 강북삼성화성치과의원,치과의원,경기도,화성시,"경기도 화성시 삼성전자로 1 (반월동, 삼성전자내복지동)",치과,2004-07-02
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,(의)삼세의료재단 몸사랑내과의원,의원,부산광역시,영도구,"부산광역시 영도구 절영로 30, 삼세메디컬센터 4,5(일부),6 층 (대교동1가)",일반의,2016-07-15
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQxMyQzNjEyMjIjNjEjJDEjJDAjJDgz,(의)삼세의료재단 삼세한의원,한의원,부산광역시,영도구,"부산광역시 영도구 절영로 30, 삼세메디컬센터 5층일부,7~11층 (대교동1가)",한방,1979-12-27
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,(의)서봉의료재단 보강병원,병원,대구광역시,달서구,대구광역시 달서구 월배로 102 (진천동),일반의,1997-12-31
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,(의)서일의료재단기장병원,병원,부산광역시,기장군,부산광역시 기장군 기장읍 대청로72번길 6,일반의,1997-05-03
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQwMyQyNjE0ODEjNTEjJDEjJDYjJDgz,(의)성광의료재단 차여성의원,의원,서울특별시,중구,"서울특별시 중구 한강대로 416, 서울스퀘어 2층 (남대문로5가)",일반의,2015-11-09
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,(의)성광의료재단 차움의원,의원,서울특별시,강남구,"서울특별시 강남구 도산대로 442, 피엔폴루스 2층일부, 3층일부 (청담동)",일반의,2010-05-20
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,(의)성광의료재단 차움한의원,한의원,서울특별시,강남구,"서울특별시 강남구 도산대로 442 (청담동, 2층일부)",한방,2010-07-12
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4MiQyNjEwMDIjNTEjJDEjJDYjJDgz,(의)성광의료재단차움건진의원,의원,서울특별시,강남구,"서울특별시 강남구 테헤란로 509, 지하2층,지하1층일부,2층 (삼성동)",일반의,2004-04-01
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjEyMjIjNjEjJDEjJDAjJDgz,(의)성덕의료재단 간절곶자연병원,병원,울산광역시,울주군,울산광역시 울주군 서생면 용리길 165-11,일반의,2015-05-06
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,(의)성세의료재단 뉴성민병원,종합병원,인천광역시,서구,"인천광역시 서구 신석로 70-  (석남동,70)",해당사항없음,1993-07-08
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5MiQyNjE0ODEjNTEjJDEjJDIjJDgz,(의)소명의료재단 한빛사랑의원,의원,부산광역시,영도구,부산광역시 영도구 태종로 135 (봉래동3가),일반의,2003-12-01
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz,(의)손재림의료재단 부산손한의원,한의원,부산광역시,남구,"부산광역시 남구 신선로 428 (용당동, 동명대학교 산학협력관 지하1층)",한방,2014-11-27
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,(의)수의료재단 서청솔요양병원,요양병원,경상남도,김해시,경상남도 김해시 금관대로1084번길 15 (흥동),해당사항없음,2019-02-07
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ4OSQzNjEyMjIjNjEjJDEjJDgjJDgz,(의)수지의료재단 용인수지병원,병원,경기도,용인시 수지구,"경기도 용인시 수지구 풍덕천로22번길 15, 지하1,지상2~6층 (풍덕천동)",일반의,2016-12-12
JDQ4MTYyMiM1MSMkMSMkNCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,(의)아나의료재단 강릉아나병원,정신병원,강원특별자치도,강릉시,"강원특별자치도 강릉시 용지로 129-0 (옥천동, (옥천동))",해당사항없음,2005-07-04
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjNTEjJDEjJDIjJDgz,(의)열린의료재단 강남열린의원,의원,서울특별시,강남구,"서울특별시 강남구 언주로 123, 3층 (도곡동, 개포한신아파트)",일반의,2002-05-22
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,(의)열린의료재단 구로열린의원,의원,서울특별시,구로구,"서울특별시 구로구 구로중앙로 68, 208, 209, 210호 (구로동, 신안타워)",일반의,2011-11-16
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,(의)열린의료재단 미아열린의원,의원,서울특별시,강북구,"서울특별시 강북구 도봉로 213, 하당빌딩 3,4층 (미아동)",일반의,2003-06-13
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,(의)열린의료재단 분당열린의원,의원,경기도,성남시 분당구,"경기도 성남시 분당구 분당로53번길 22, 4층 (서현동, 블루홀빌딩)",일반의,1998-08-05
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,(의)열린의료재단 예인의원,의원,서울특별시,강서구,"서울특별시 강서구 양천로 366, 5,6층 (가양동, 미라클빌딩)",일반의,2008-03-04
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,(의)열린의료재단광주열린의원,의원,경기도,광주시,"경기도 광주시 광주대로 31, 7층 705~709호 (경안동)",일반의,2010-11-01
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,(의)영님의료재단 개금중앙요양병원,요양병원,부산광역시,부산진구,"부산광역시 부산진구 개금온정로 5, 지하1,지상3층 (개금동, 성원상떼뷰)",해당사항없음,2010-08-16
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,(의)영문의료재단 다보스병원,종합병원,경기도,용인시 처인구,"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)",해당사항없음,2008-12-24
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz,(의)유일재단 하나애병원,병원,경기도,용인시 처인구,경기도 용인시 처인구 백옥대로916번길 48 (남동),일반의,2008-04-23
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz,(의)인석의료재단 보람병원,병원,울산광역시,남구,울산광역시 남구 돋질로336번길 10 (삼산동),일반의,1997-04-22
