암호화된요양기호,요양기관명,요양종별,시도명,시군구명,도로명주소,표시과목명,개설일자
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,365영통탑약국,약국,경기도,수원시 영통구,"경기도 수원시 영통구 효원로 400, 레몬스포렉스 103-2호 (매탄동)",해당사항없음,2023-11-16
JDQ4MTg4MSM1MSMkMSMkNCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQ3OSQyNjEwMDIjNjEjJDEjJDQjJDgz,365예한의원,한의원,서울특별시,송파구,"서울특별시 송파구 가락로36길 5 (방이동,2층)",한방,2010-04-08
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,365오목교성모마취통증의학과의원,의원,서울특별시,양천구,"서울특별시 양천구 신목로 88, 2층 (신정동)",마취통증의학과,2025-10-02
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz,365오케이치과의원,치과의원,경기도,안산시 단원구,"경기도 안산시 단원구 삼일로 310, 서울프라자 2층 233호 (선부동)",치과,2022-07-20
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQxMyQyNjE4MzIjODEjJDEjJDYjJDgz,365옥길한의원,한의원,경기도,부천시 소사구,"경기도 부천시 소사구 옥길로 116, 문영 퀸즈파크 A 409,410,411호 (옥길동)",한방,2020-03-20
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,365온(ON)가정의원,의원,서울특별시,중구,"서울특별시 중구 왕십리로 407, B1층 2호 (신당동, 신당 파인힐 하나유보라)",일반의,2023-05-12
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzMxIyQxIyQzIyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,365온가족치과의원,치과의원,경기도,화성시,"경기도 화성시 봉담읍 상리중심상가길 6-4, 301~304호",치과,2021-07-19
JDQ4MTYyMiM4MSMkMSMkOCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz,365온누리약국,약국,제주특별자치도,제주시,"제주특별자치도 제주시 동광로 86, 1층 101호 (이도이동)",해당사항없음,2023-10-05
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,365온메디의원,의원,인천광역시,계양구,"인천광역시 계양구 경명대로 1115, 인평프라자 1층 101,104호 (계산동)",일반의,2025-02-13
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzMxIyQxIyQzIyQxMyQzNjE0ODEjNjEjJDEjJDQjJDgz,365올리브약국,약국,서울특별시,강북구,"서울특별시 강북구 도봉로 242, 한국전력 강북성북지사 1층 (미아동)",해당사항없음,2022-03-18
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,365올바른약국,약국,경기도,안양시 만안구,"경기도 안양시 만안구 태평로52번길 21, 103호, 115호 (안양동)",해당사항없음,2017-09-21
JDQ4MTg4MSM1MSMkMSMkMCMkNzIkNTgxOTYxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,365올케어치과의원,치과의원,서울특별시,중구,"서울특별시 중구 동호로 171, 4층 (신당동)",치과,2023-07-19
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzMxIyQxIyQzIyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,365용문약국,약국,대전광역시,서구,"대전광역시 서구 계룡로 640, 1층 101호 (용문동)",해당사항없음,2022-07-21
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,365용인바른의원,의원,경기도,용인시 처인구,"경기도 용인시 처인구 고림로 140, 2층 (고림동)",일반의,2024-10-29
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,365용호제일큰약국,약국,부산광역시,남구,"부산광역시 남구 용호로 50, 1층 (용호동)",해당사항없음,2022-10-31
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ4MiQzNjE0ODEjNzEjJDEjJDgjJDgz,365용호한의원,한의원,부산광역시,남구,"부산광역시 남구 분포로 111, 1003동 302호 (용호동, 엘지메트로시티)",한방,2023-09-12
JDQ4MTYyMiM4MSMkMSMkNCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,365우리들치과병원,치과병원,경상남도,진주시,"경상남도 진주시 대신로 211, 4-5층 (상대동)",치과,2017-10-17
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,365우리신경외과의원,의원,경기도,구리시,"경기도 구리시 산마루로 24, 신성타워 301,302,304호 (갈매동)",신경외과,2023-04-20
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,365우리약국,약국,경기도,포천시,"경기도 포천시 일동면 화동로 1056, 1층층",해당사항없음,2019-01-28
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,365우리약국,약국,경기도,부천시 원미구,"경기도 부천시 원미구 석천로169번길 34, 파크리움 101호 (중동)",해당사항없음,2024-12-23
JDU4MTI3MSM2MSMkMSMkMiMkMDMkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,365우리약국,약국,인천광역시,연수구,"인천광역시 연수구 송도미래로11번길 27, 스마트스퀘어 B동 207호 (송도동)",해당사항없음,2025-11-28
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,365웃장대형약국,약국,전라남도,순천시,"전라남도 순천시 중앙로 136, 1층 (매곡동)",해당사항없음,2014-12-18
JDU4MTI3MSM2MSMkMSMkMiMkNzIkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,365원플란트치과의원,치과의원,인천광역시,연수구,"인천광역시 연수구 청량로 217, 3층 일부호 (옥련동)",치과,2025-08-07
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,365월곶한의원,한의원,경기도,시흥시,"경기도 시흥시 월곶중앙로 64 (월곶동, 풍산프라자)",한방,2015-11-16
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjODEjJDEjJDIjJDgz,365웰니스의원,의원,충청남도,천안시 서북구,"충청남도 천안시 서북구 충무로 172, 범양건영 2,3,5층 (쌍용동)",일반의,2007-03-12
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,365웰스팜약국,약국,경기도,남양주시,경기도 남양주시 별내2로 64 (별내동),해당사항없음,2014-05-21
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,365웰재활의학과의원,의원,서울특별시,강서구,"서울특별시 강서구 양천로67길 15, 한희빌딩 5층 (염창동)",재활의학과,2025-04-10
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,365웰정형외과의원,의원,서울특별시,강동구,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 3층 3004~3010, 3037호 (둔촌동)",정형외과,2025-01-21
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNjEjJDEjJDQjJDgz,365웰정형외과재활의학과의원,의원,서울특별시,송파구,"서울특별시 송파구 오금로 239, 365웰빌딩 지하1층, 2~5층 1층 103호 (방이동)",정형외과,2022-09-01
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,365위례두루미부부한의원,한의원,경기도,성남시 수정구,"경기도 성남시 수정구 위례광장로 300, 위례중앙역 중앙타워 8층 806호 (창곡동)",한방,2016-10-26
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQxMyQzNjEwMDIjNzEjJDEjJDgjJDgz,365위례연세내과의원,의원,경기도,성남시 수정구,"경기도 성남시 수정구 위례동로 153, 4층 404호 (창곡동, 에이플타워)",내과,2016-11-15
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,365유한의원,한의원,경기도,평택시,"경기도 평택시 청북읍 안청로2길 75, (201호,301호,302호,401호)호",한방,2019-12-12
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,365유한의원,한의원,경기도,화성시,"경기도 화성시 영통로 66, 2층 204,205,206호 (반월동)",한방,2023-09-01
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,365의원,의원,경기도,부천시 원미구,"경기도 부천시 원미구 소향로 131, 501호 (중동)",일반의,2009-03-10
JDQ4MTYyMiM1MSMkMSMkOCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEwMDIjNTEjJDEjJDIjJDgz,365이강치과의원,치과의원,충청북도,청주시 상당구,"충청북도 청주시 상당구 상당로69번길 15, 대신증권 3층 (북문로1가)",치과,2024-06-26
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE4MzIjODEjJDEjJDIjJDgz,365이룩치과의원,치과의원,경기도,평택시,"경기도 평택시 고덕여염9길 42, 센트리마 더퍼스트1 401,402,403,404,405호 (고덕동)",치과,2021-01-28
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,365이지힐링의원,의원,경기도,시흥시,"경기도 시흥시 산현마을길 58, 청담트윈스2 4층 401,402호 (산현동)",일반의,2022-09-21
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQxMyQyNjE4MzIjNjEjJDEjJDQjJDgz,365이화웃는세상의원,의원,서울특별시,은평구,"서울특별시 은평구 진관3로 11, 3층 301호 (진관동, 은평뉴타운 힐데스하임)",일반의,2018-09-20
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,365인후대형온누리약국,약국,전북특별자치도,전주시 덕진구,"전북특별자치도 전주시 덕진구 무삼지로 66, 1층 (인후동1가)",해당사항없음,2021-08-10
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,365일 열린의원,의원,경기도,평택시,"경기도 평택시 경기대로 1511, 1,2,3층 (지산동)",일반의,2025-09-26
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,365일 정성약국,약국,전라남도,여수시,전라남도 여수시 장성3길 52 (안산동),해당사항없음,2017-12-01
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5OSQzNjE4MzIjNzEjJDEjJDgjJDgz,365일건강가정의학과의원,의원,부산광역시,동구,부산광역시 동구 망양로 893-1 (범일동),가정의학과,2006-10-24
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,365일바른약국,약국,대전광역시,유성구,"대전광역시 유성구 반석로 80, 근린생활시설동 1층 107호 (반석동, 반석 더샵)",해당사항없음,2017-04-19
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,365일박사약국,약국,전북특별자치도,전주시 덕진구,"전북특별자치도 전주시 덕진구 기지로 77, 302동 A-113호 (장동, 전북혁신도시 더 M city 센텀)",해당사항없음,2020-08-31
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,365일연향대형약국,약국,전라남도,순천시,"전라남도 순천시 연향3로 11, 1층 1A 4호~6호 (연향동)",해당사항없음,2013-12-06
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,365일이가편한연세치과의원,치과의원,경기도,용인시 기흥구,"경기도 용인시 기흥구 마북로 164, 203호 (마북동, 테라스가든 A빌딩)",치과,2010-01-21
JDU4MTI3MSM2MSMkMSMkMiMkMTMkMzgxNzAyIzExIyQxIyQzIyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,365일품경희한의원,한의원,인천광역시,연수구,"인천광역시 연수구 먼우금로188번길 12, 이리옴3빌딩 101호,116호,202호 (연수동)",한방,2025-06-12
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,365일행복한약국,약국,전북특별자치도,군산시,"전북특별자치도 군산시 공단대로 383, 행복한약국 (나운동)",해당사항없음,2019-02-08
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,365자양미소약국,약국,서울특별시,광진구,"서울특별시 광진구 뚝섬로 606, 1층 (자양동)",해당사항없음,2023-02-14
JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ3OSQyNjEwMDIjNzEjJDEjJDgjJDgz,365자연안에한의원 양산점,한의원,경상남도,양산시,"경상남도 양산시 물금읍 청운로 343, 301, 302, 303호",한방,2025-03-21
JDU4MTI3MSM1MSMkMSMkNCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,365자연약국,약국,경기도,수원시 영통구,경기도 수원시 영통구 덕영대로 1503 (영통동),해당사항없음,2017-05-22
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,365자인한의원,한의원,대전광역시,서구,"대전광역시 서구 월평북로 77, 3층 (월평동)",한방,2020-03-31
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzExIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,365자주치과의원,치과의원,경기도,고양시 일산동구,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 601, 603호 (장항동)",치과,2023-09-27
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQyIyQ3IyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz,365잘봄내과의원,의원,경기도,하남시,"경기도 하남시 신평로 45, SN 타워 3층 (신장동)",내과,2020-12-10
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,365잘봄한의원,한의원,인천광역시,남동구,"인천광역시 남동구 서창남순환로215번길 36, 리치프라자 306,307,308호 (서창동)",한방,2019-07-29
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjODEjJDEjJDIjJDgz,365장곡편한내과의원,의원,경기도,시흥시,"경기도 시흥시 장현장곡로 2, 4층 403~405호 (장곡동)",내과,2022-01-21
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,365장편한호내과의원,의원,경기도,안산시 상록구,"경기도 안산시 상록구 샘골로 150, 동성빌딩 202,203호 (본오동)",내과,2018-04-20
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,365정석한의원,한의원,경기도,안산시 상록구,"경기도 안산시 상록구 샘골로 151, 유창빌딩 202호 (본오동)",한방,2024-09-03
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNzEjJDEjJDgjJDgz,365정성한의원,한의원,인천광역시,서구,"인천광역시 서구 중봉대로612번길 10-17, 주차타워동 209호 (청라동)",한방,2025-10-22
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,365정약국,약국,서울특별시,강서구,"서울특별시 강서구 양천로 570, NH서울축산농협 NH서울타워 1층 115호 (등촌동)",해당사항없음,2024-12-23
JDQ4MTYyMiM4MSMkMSMkNCMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ4OSQzNjEyMjIjNjEjJDEjJDQjJDgz,365정진한의원,한의원,경상남도,김해시,"경상남도 김해시 삼계중앙로 23, 204호 (삼계동)",한방,2025-10-23
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,365정화약국,약국,서울특별시,노원구,"서울특별시 노원구 상계로 59, 동익빌딩 1층 7,8호 (상계동)",해당사항없음,2020-11-13
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz,365제이에스JS소아청소년과의원,의원,경기도,시흥시,"경기도 시흥시 장현능곡로 155, 시흥 플랑드르 502호 (능곡동)",소아청소년과,2020-09-23
JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz,365제주의원,의원,제주특별자치도,제주시,"제주특별자치도 제주시 서광로 302, 2, 6층 (이도이동)",일반의,1993-08-31
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,365조아약국,약국,광주광역시,서구,"광주광역시 서구 풍암순환로 56, 1층 108호 (풍암동)",해당사항없음,2025-07-21
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz,365조은약국,약국,경기도,시흥시,"경기도 시흥시 목감중앙로 47, 골든프라자 101호 (조남동)",해당사항없음,2018-02-19
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQxIyQ5MiQ0NjE0ODEjODEjJDEjJDIjJDgz,365종로약국,약국,서울특별시,동대문구,"서울특별시 동대문구 전농로 60-1, 1층 (답십리동)",해당사항없음,2011-05-23
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,365종로온누리약국,약국,서울특별시,중랑구,"서울특별시 중랑구 사가정로 지하393, 사가정역 102호 (면목동)",해당사항없음,2025-11-19
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzExIyQxIyQzIyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,365종로온누리약국,약국,경기도,남양주시,"경기도 남양주시 진접읍 해밀예당1로 221, 지안빌딩 101호",해당사항없음,2020-08-05
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNTEjJDEjJDIjJDgz,365종합의원,의원,경기도,오산시,"경기도 오산시 경기대로 133, 오렌지팩토리아울렛 1층 (원동)",일반의,2020-07-03
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNjEjJDEjJDAjJDgz,365좋은날한의원,한의원,경기도,의정부시,"경기도 의정부시 오목로 33, 3층 303, 304호 (용현동)",한방,2022-07-25
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,365중앙약국,약국,서울특별시,영등포구,"서울특별시 영등포구 디지털로37길 27, 대덕빌딩 1층 (대림동)",해당사항없음,2023-10-11
JDU4MTI3MSM1MSMkMSMkNCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,365중앙약국,약국,경기도,평택시,경기도 평택시 안중읍 안현로서6길 18,해당사항없음,2007-02-06
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQyIyQ5IyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz,365지키미약국,약국,경상북도,구미시,"경상북도 구미시 옥계북로 98, 1층 (옥계동)",해당사항없음,2022-07-18
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQxIyQxIyQwMyQzNjEyMjIjNjEjJDEjJDAjJDgz,365진약국,약국,경기도,화성시,"경기도 화성시 봉담읍 상리중심상가길 28-8, 1층 111-112호",해당사항없음,2024-04-12
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQ1IyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,365차차한의원,한의원,경기도,구리시,"경기도 구리시 검배로 37, 2층 (수택동)",한방,2020-09-28
JDQ4MTYyMiM3MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz,365차한의원,한의원,전라남도,여수시,"전라남도 여수시 여서로 156-1, 여수신협 2층 (여서동)",한방,2018-06-29
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQyIyQ1IyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,365채움한의원,한의원,인천광역시,서구,"인천광역시 서구 가정로 375, 202,208호 (신현동, 금강아미움)",한방,2020-05-29
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,365청담한의원,한의원,경상북도,포항시 남구,"경상북도 포항시 남구 대이로 45, 3층 (대잠동, 이수빌딩)",한방,2013-01-02
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNzEjJDEjJDgjJDgz,365청담한의원,한의원,경기도,화성시,"경기도 화성시 수노을중앙로 146, 호평프라자 5층 502,503호 (새솔동)",한방,2019-05-20
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,365청솔약국,약국,경상남도,창원시 마산합포구,"경상남도 창원시 마산합포구 해안대로 7 (월남동5가, 경남은행)",해당사항없음,2016-03-24
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,365최재혁가정의학과의원,의원,대전광역시,서구,"대전광역시 서구 계백로 1141, 301호 (가수원동)",가정의학과,2015-01-02
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQ0NjE0ODEjODEjJDEjJDIjJDgz,365치과의원,치과의원,경기도,남양주시,"경기도 남양주시 별내면 청학로68번길 13, 2층 (삼화빌딩)",치과,2014-02-20
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQzIyQwMyQzNjEwMDIjODEjJDEjJDYjJDgz,365칠곡대구제일큰약국,약국,대구광역시,북구,"대구광역시 북구 칠곡중앙대로 244, 1,2층 (태전동)",해당사항없음,2023-09-06
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,365케어약국,약국,경기도,안양시 만안구,"경기도 안양시 만안구 관악대로 54, 105호 (안양동)",해당사항없음,2024-03-14
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzUxIyQxIyQxIyQ3MiQzNjEyMjIjNjEjJDEjJDAjJDgz,365코오롱약국,약국,부산광역시,북구,"부산광역시 북구 화명대로 40, 현천휴먼 타워 1층 101호 (화명동)",해당사항없음,2025-11-05
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,365코이의원,의원,서울특별시,강남구,"서울특별시 강남구 강남대로118길 12, 부경빌딩 3층, 4층일부, 5층 (논현동)",일반의,2020-01-07
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz,365크린의원,의원,대전광역시,서구,"대전광역시 서구 청사로 228, 청사오피스텔 2층 201호 (둔산동)",일반의,2025-03-13
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,365큰솔약국,약국,경상남도,양산시,"경상남도 양산시 물금읍 황산로 453, 1층 1,2호",해당사항없음,2023-11-03
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,365큰약국,약국,대구광역시,수성구,"대구광역시 수성구 무학로 125, 1층 (두산동)",해당사항없음,2025-07-25
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,365키즈소아청소년과의원,의원,경기도,의왕시,"경기도 의왕시 포일로 43, 대림프라자 402, 501호 (내손동)",소아청소년과,2014-02-12
